Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2178126,2950,TELESCOPIO 30 GRADOS 4 MM      PRES. PZA.,AA-012NCG001-E1264-2020,,2020-10-20 10:04,2020-10-05 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2393657,TELESCOPIO 30 GRADOS 4 MM PRES. PZA.,TELESCOPIO 30 GRADOS 4 MM PRES. PZA.,2020-10-08,2020-12-31,51910.8,MXN,Expirado,0,0,KSE940831N79,KARL STORZ ENDOSCOPIA MEXICO SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1905377
HRAEB,Hospital Regional de Alta Especialidad del Bajío,HRAEB-Dirección de Administración y Finanzas #012NBQ001,2153835,3540,Servicio de Verificación a Equipos de Biomédica del HRAEB,AA-012NBQ001-E207-2020,,2020-09-02 11:04,2020-09-07 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2378825,Servicio de Verificación a Equipos de Biomédica del HRAEB,Servicio de Verificación a Equipos de Biomédica del HRAEB,2020-09-09,2020-12-31,343943,MXN,Expirado,0,0,ATE9811045J0,ART TECNICA SADE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1884189
INNN,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,"INNN-Dirección de Administración, Subdirección de Recursos Materiales #012NCK001",2184068,2950,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORI,AA-012NCK001-E152-2020,,2020-10-30 11:03,2020-10-02 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Mixta,2401303,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO,2020-10-09,2020-12-31,191520,MXN,Expirado,0,0,GEO990820190,GRUPO EOLICA SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1910938
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2163808,2950,13-1913/2020 REQ 2203 CEMENAV506 REFACCIONES Y ACCESORIOS MENORES,AA-013000999-E1557-2020,,2020-09-28 12:07,2020-09-22 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2378163,REFACCIONES Y ACCESORIOS MENORES,MOTOR PARA VENTILADOR ,2020-09-22,2020-09-27,29388.8,MXN,Expirado,0,0,DMM040206NG8,DRAGER MEDICAL MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1892972
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdirección de Adquisiciones #007000999,2126992,5310,"EQUIPAMIENTO MÉDICO HOSP. GRAL. DR. C. CALERO ELORDUY (CUERNAVACA, MOR.)",AA-007000999-E372-2020,,2020-10-08 17:41,2020-05-05 12:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2385827,"EQUIPAMIENTO MÉDICO HOSP. GRAL. DR. C. CALERO ELORDUY (CUERNAVACA, MOR.)","EQUIPAMIENTO MÉDICO HOSP. GRAL. DR. C. CALERO ELORDUY (CUERNAVACA, MOR.)",2020-05-05,2020-12-31,7369600,MXN,Expirado,0,0,CGM071011QB3,CORPORATIVO GIORMAR DE MEXICO,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1899510
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2161505,3540,SERVICIO DE MANTETIMIENTO PREVENTIVO A AUTOANALIZADOR,AA-012NCG001-E1078-2020,,2020-09-23 14:11,2020-09-11 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2376279,SERVICIO DE MANTETIMIENTO PREVENTIVO A AUTOANALIZADOR,SERVICIO DE MANTETIMIENTO PREVENTIVO A AUTOANALIZADOR,2020-09-14,2020-09-17,68835.5,MXN,Expirado,0,0,LAM050829KT3,LUMAN ANALYTICAL AND MAINTENANCE SUPPORT SA DE CV ,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1891129
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2161528,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO A SISTEMA NEUTRALIZADOR DE GASES,AA-012NCG001-E1079-2020,,2020-09-23 14:19,2020-09-11 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2376291,- SERVICIO DE MANTENIMIENTO PREVENTIVO A SISTEMA NEUTRALIZADOR DE GASES,SERVICIO DE MANTENIMIENTO PREVENTIVO A SISTEMA NEUTRALIZADOR DE GASES,2020-09-14,2020-09-17,40400,MXN,Expirado,0,0,LAM050829KT3,LUMAN ANALYTICAL AND MAINTENANCE SUPPORT SA DE CV ,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1891144
COLPOS,Colegio de Postgraduados,COLPOS-Departamento de Adquisiciones y Contratos #008IZC999,2170390,3540,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO A AIRES ACONDICIONADOS, AGITADORES, BAÑOS ",AA-008IZC999-E583-2020,,2020-10-08 20:35,2020-10-09 16:43,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2389468,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO A AIRES ACONDICIONADOS, AGITADORES, BAÑOS MARIA Y BALANZAS DEL CAMPUS MONTECILLO","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A AIRES ACONDICIONADOS, AGITADORES, BAÑOS MARIA Y BALANZAS DEL CAMPUS MONTECILLO",2020-10-09,2020-12-31,296241.38,MXN,Terminado,0,0,,MARTHA BERISTAIN VARGAS,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1898517
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdirección de Adquisiciones #007000999,2143778,5310,ADQ. DE EQUIPO MEDICO PARA LA RECONVERSIÓN DE 19 HOSPITALES MILITARES,AA-007000999-E491-2020,,2020-10-07 18:06,2020-04-30 12:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2394344,ADQ. DE EQUIPO MEDICO PARA LA RECONVERSIÓN DE 19 HOSPITALES MILITARES,ADQ. DE EQUIPO MEDICO PARA LA RECONVERSIÓN DE 19 HOSPITALES MILITARES,2020-04-30,2020-12-31,393557.4,MXN,Expirado,0,0,CPF140116546,PETRUSHKAS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1898495
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2161548,3540,SERVICIO DE MANTENIMIENTO CORRECTIVO A OSCILOSCOPIO,AA-012NCG001-E1080-2020,,2020-09-23 14:25,2020-09-11 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2376303,SERVICIO DE MANTENIMIENTO CORRECTIVO A OSCILOSCOPIO,SERVICIO DE MANTENIMIENTO CORRECTIVO A OSCILOSCOPIO,2020-09-14,2020-09-18,83057.79,MXN,Expirado,0,0,ASI150604I42,AMC SOLUCIONES EN INGENIERIA S DE RL DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1891157
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE Hospital de Especialidades, C.M.N.O. Departamento de Abastecimiento #050GYR020",2152831,3540,"Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico",IA-050GYR020-E404-2020,2020-09-17,2020-08-31 18:38,2020-09-14 08:00,Nacional,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2377340,"Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico","Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico",2020-09-24,2020-12-31,212400,MXN,Expirado,0,0,MOC080929DD6,MIRA DE OCCIDENTE SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1883503
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE Hospital de Especialidades, C.M.N.O. Departamento de Abastecimiento #050GYR020",2152831,3540,"Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico",IA-050GYR020-E404-2020,2020-09-17,2020-08-31 18:38,2020-09-14 08:00,Nacional,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2377339,"Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico","Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico",2020-09-24,2020-12-31,1292470.02,MXN,Expirado,0,0,OAM941215RR0,OLYMPUS AMERICA DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1883503
IPN,Instituto Politécnico Nacional,IPN-Dirección de Recursos Materiales e Infraestructura #011B00001,2184529,3540,Mantenimiento correctivo para sistema de microanálisis marca EDAX modelo pegasus,AA-011B00001-E209-2020,,2020-11-10 03:35,2020-09-08 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2408016,Mantenimiento correctivo para sistema de microanálisis marca EDAX modelo pegasus,Mantenimiento correctivo para sistema de microanálisis marca EDAX modelo pegasus,2020-10-09,2020-12-31,517241.38,MXN,Expirado,0,0,PRO060727CL5,PROANALISIS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1914596
HJM,Hospital Juárez de México,HJM-Dirección de Administración #012NAW001,2154933,3540,SOLICITUD DE COTIZACIÓN DE MANTNIMIENTO PREVENTIVO Y CORRECTIVO  AIRE COMPRIMIDO,AA-012NAW001-E540-2020,,2020-09-03 16:04,2020-09-07 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2379610,HJMS/080/2020 MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL SISTEMA DE GENERACIÓN Y TRATAMIENTO DE AIRE COMPRIMIDO,HJMS/080/2020 MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL SISTEMA DE GENERACIÓN Y TRATAMIENTO DE AIRE COMPRIMIDO,2020-09-17,2020-12-10,188900,MXN,Expirado,0,0,,FRANCISCO BARRERA NAVARRO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1885203
INP,Instituto Nacional de Pediatría,INP-Subdirección de Servicios Generales #012NCZ002,2178815,3540,MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA UN ESTERILIZADOR Y DOS LAVADORAS,AA-012NCZ002-E141-2020,,2020-12-03 13:15,2020-10-12 11:59,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2394362, MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA UN ESTERILIZADOR Y DOS LAVADORAS,MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA UN ESTERILIZADOR Y DOS LAVADORAS DE LA MARCA GETINGE,2020-10-12,2020-12-31,545435.8,MXN,Expirado,0,0,MME091127DB9,MAQUET MEXICANA S DE RL DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1923042
INP,Instituto Nacional de Pediatría,INP-Subdirección de Servicios Generales #012NCZ002,2178813,3540,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A UNIDADES DENTALES,AA-012NCZ002-E137-2020,,2020-12-03 11:38,2020-10-09 11:59,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2394359,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A UNIDADES DENTALES  ,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO A UNIDADES DENTALES

 ",2020-10-12,2020-12-31,69920,MXN,Expirado,0,0,HSO180228TC1,HIPCE SOLUTIONS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1922898
HRAEB,Hospital Regional de Alta Especialidad del Bajío,HRAEB-Dirección de Administración y Finanzas #012NBQ001,2154018,3540,SERVICIO DE CALIBRACIÓN A TERMOCICLADOR QS7 FLEX DEL HRAEB,AA-012NBQ001-E208-2020,,2020-09-02 12:56,2020-09-07 11:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2378852,SERVICIO DE CALIBRACIÓN A TERMOCICLADOR QS7 FLEX DEL HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJÍO,SERVICIO DE CALIBRACIÓN A TERMOCICLADOR QS7 FLEX DEL HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJÍO,2020-09-09,2020-12-31,99203.79,MXN,Expirado,0,0,ALA860227ID6,ACCESORIOS PARA LABORATORIOS SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1884328
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2164578,3540,13-1832/2020 REQ 2114 CEMENAV266 INSTALACIÓN REPARACIÓN Y MANTENIMIENTO,AA-013000999-E1569-2020,,2020-09-29 09:45,2020-09-15 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2378835,INSTALACIÓN REPARACIÓN Y MANTENIMIENTO,SERVICIO DE MANTENIMIENTO PREVENTIVO,2020-09-21,2020-09-26,50349.42,MXN,Expirado,0,0,TER190513PV6,TERRAMEDIC SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1893595
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,"ISSSTE-Hospital Regional Dr. Valentín Gómez Farías, Subdireción Administartiva #051GYN012",2164671,2950,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO MEDICO                    ,AA-051GYN012-E349-2020,,2020-09-29 13:18,2020-09-14 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2378956,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO Y DE LABORATORIO,FRASCO C /TAPA Y NIPLES Y REGULADORES CGA 870 2-15 LMP,2020-09-14,2020-09-14,31173.58,MXN,Expirado,0,0,PME960701GG0,PRAXAIR MEXICO S DE RL DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1893777
IMSS,Instituto Mexicano del Seguro Social,IMSS-Jefatura de Servicios Administrativos #050GYR002,2150077,3540,LA-050GYR002-E303-2020 MANTENIMIENTOS PREVENTIVOS Y CORRECTIVOS EQUIPO,LA-050GYR002-E303-2020,2020-09-29,2020-09-10 00:11,2020-09-25 13:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2385124,C0M0110 LA-050GYR002-E303-2020 MANTENIMIENTOS PREVENTIVOS Y CORRECTIVOS EQUIPO,"LA-050GYR002-E303-2020 MANTENIMIENTOS PREVENTIVOS Y CORRECTIVOS EQUIPO

",2020-10-01,2020-12-31,298290,MXN,Expirado,0,0,,ANGEL SANTIAGO SOSA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1880954
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2167182,2950,Contratación de consumibles para equipo medico focon 146,AA-050GYR079-E249-2020,,2020-10-06 10:15,2020-10-02 14:15,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2384086,D0P0453 Expediente: 2167182 - Contratación de consumibles para equipo medico focon 146,Contrato : 2384086 - D0P0453 Expediente: 2167182 - Contratación de consumibles para equipo medico focon 146,2020-10-06,2020-10-16,3192,MXN,Expirado,0,0,VOC101220F18,VIASIS OCC SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1895923
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE Hospital de Especialidades, C.M.N.O. Departamento de Abastecimiento #050GYR020",2152831,3540,"Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico",IA-050GYR020-E404-2020,2020-09-17,2020-08-31 18:38,2020-09-14 08:00,Nacional,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2377342,"Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico","Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico",2020-09-24,2020-12-31,75000,MXN,Expirado,0,0,MED111026J78,MEDIKAL-MUNERIS SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1883503
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2162650,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO A PCR TIEMPO REAL AL  LIGHCYCLER 2.0,AA-012NCG001-E1085-2020,,2020-09-24 16:07,2020-09-15 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2377131,SERVICIO DE MANTENIMIENTO PREVENTIVO A PCR TIEMPO REAL AL LIGHCYCLER 2.0,SERVICIO DE MANTENIMIENTO PREVENTIVO A PCR TIEMPO REAL AL LIGHCYCLER 2.0,2020-09-18,2020-09-19,51200,MXN,Expirado,0,0,,AMPLIBIO SA DE CV,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1891993
INP,Instituto Nacional de Pediatría,INP-Subdirección de Servicios Generales #012NCZ002,2177350,3540,MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA UN SISTEMA DE RX CON FLUOROSCOPIA,AA-012NCZ002-E125-2020,,2020-11-12 10:58,2020-10-08 11:59,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2392793,MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA UN SISTEMA DE RX CON FLUOROSCOPIA,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA UNSISTEMA DE RX CON FLUOROSCOPIA, MODELO EASY DIAGNOST DRF, MARCA PHILIPS",2020-10-09,2020-12-19,460000,MXN,Expirado,0,0,SBI180305SYA,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1915454
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Cardiología del Centro Médico Nacional Siglo XXI #050GYR057,2154860,3540,AA-050GYR057-E320-2020 SUMINISTRO DE LA UNIDAD DE PRESIÓN NO INVASIVA,AA-050GYR057-E320-2020,,2020-09-04 16:24,2020-09-08 11:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2379658,AA-050GYR057-E320-2020 SUMINISTRO DE LA UNIDAD DE PRESIÓN NO INVASIVA,UMAE HOSPITAL DE CARDIOLOGIA CMN SIGLO XXI AA-050GYR057-E320-2020 PARA EL SUMINISTRO DE LA UNIDAD DE PRESIÓN NO INVASIVA,2020-09-10,2020-12-31,56800,MXN,Expirado,0,0,IMH140820IP6,IDEA MEDICA HOSPITALARIA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1885927
SSA,Secretaría de Salud,SSA-Dirección General de Recursos Materiales y Servicios Generales #012000991,2184874,3540,Mantenimiento Preventivo y/o Correctivo a Equipo Médico y de Laboratorio,AA-012000991-E491-2020,,2020-12-21 14:15,2020-10-09 00:00,Nacional,Arrendamientos,ADJUDICACIÓN DIRECTA,Presencial,2402235,MANTENIMIENTO A TERMOCICLADORES,MANTENIMIENTO A TERMOCICLADORES,2020-10-31,2020-12-31,2599016.39,MXN,Expirado,0,0,BSD101201RA1,BLUE SERVICES DIAGNOSTIC AND SOLUTIONS MEDICA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1929019
SSA,Secretaría de Salud,SSA-Dirección General de Recursos Materiales y Servicios Generales #012000991,2184874,3540,Mantenimiento Preventivo y/o Correctivo a Equipo Médico y de Laboratorio,AA-012000991-E491-2020,,2020-12-21 14:15,2020-10-09 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2402238,MICRIPIPETAS,MICRIPIPETAS,2020-10-31,2020-12-31,1243900,MXN,Expirado,0,0,,LILIANA PERALTA OLGUIN,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1929019
SSA,Secretaría de Salud,SSA-Dirección General de Recursos Materiales y Servicios Generales #012000991,2184874,3540,Mantenimiento Preventivo y/o Correctivo a Equipo Médico y de Laboratorio,AA-012000991-E491-2020,,2020-12-21 14:15,2020-10-09 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2402229,MANTENIMIENTO,MANTENIMIENTO,2020-10-31,2020-12-31,7447350,MXN,Expirado,0,0,CTR831122N85,CONTROL TECNICO Y REPRESENTACIONES SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1929019
INER,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,INER-Departamento de Adquisiciones #012NCD001,2162218,5310,FABRICADOR AUTOMATICO DE HIELO,AA-012NCD001-E504-2020,,2020-09-24 12:06,2020-09-17 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2376782,FABRICADOR AUTOMATICO DE HIELO ,FABRICADOR AUTOMATICO DE HIELO ,2020-09-17,2020-12-31,80915,MXN,Expirado,0,0,ATE070307EN4,ABASTECEDORA TECNOLOGICA ESPECIALIZADA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1891689
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE Hospital de Especialidades, C.M.N.O. Departamento de Abastecimiento #050GYR020",2152831,3540,"Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico",IA-050GYR020-E404-2020,2020-09-17,2020-08-31 18:38,2020-09-14 08:00,Nacional,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2377345,"Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico","Servicios de Mantenimiento, Prevención y Corrección de Equipo Medico",2020-09-24,2020-12-31,297400,MXN,Expirado,0,0,BIE140820LW9,BEMET INGENIERIA Y EQUIPO MEDICO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1883503
INER,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,INER-Departamento de Adquisiciones #012NCD001,2162255,5310,PIPETA MULTICANAL AJUSTABLE DE 05- 50 UL,AA-012NCD001-E505-2020,,2020-09-24 12:15,2020-09-17 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2376797,DEPARTAMENTO DE INVESTIGACIÓN EN ENFERMEDADES INFECCIOSAS,"DEPARTAMENTO DE INVESTIGACIÓN EN ENFERMEDADES INFECCIOSAS

",2020-09-17,2020-12-31,49500,MXN,Expirado,0,0,CTR831122N85,CONTROL TECNICO Y REPRESENTACIONES SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1891696
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2162920,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO/CORRECTIVO A LAMPARAS QUIRURGICAS,AA-012NCG001-E1087-2020,,2020-09-25 09:50,2020-09-09 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2377359,SERVICIO DE MANTENIMIENTO PREVENTIVO/CORRECTIVO A LAMPARAS QUIRURGICAS,SERVICIO DE MANTENIMIENTO PREVENTIVO/CORRECTIVO A LAMPARAS QUIRURGICAS,2020-09-14,2020-09-17,92823.72,MXN,Expirado,0,0,EEM000216B89,ESPECIALISTAS DE EQUIPO MEDICO,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1892236
CNTS,Centro Nacional de la Transfusión Sanguínea,CNTS-CENTRO NACIONAL DE LA TRANSFUSION SANGUINEA #012I00999,2180183,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO AL SISTEMA DE BIOARCHIVO,AA-012I00999-E13-2020,,2020-10-26 23:56,2020-10-08 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2397790,SERVICIO DE MANTENIMIENTO PREVENTIVO AL SISTEMA DE BIOARCHIVO,SERVICIO DE MANTENIMIENTO PREVENTIVO AL SISTEMA DE BIOARCHIVO MARCA THERMOGENESIS,2020-10-09,2021-04-19,46500,MXN,Expirado,0,0,,LUIS NIETO BELTRAN,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1908462
INPER,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,INPER-Subdirección de Recursos Materiales y Conservación #012NDE001,2162313,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A 8 VENTILADORES NEONATALES MA,AA-012NDE001-E270-2020,,2020-09-24 17:48,2020-09-01 13:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2376837,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A 8 VENTILADORES NEONATALES MARCA NEUMOVENT,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A 8 VENTILADORES NEONATALES MARCA NEUMOVENT,2020-09-01,2020-12-31,263520,MXN,Expirado,0,0,SBB080710QN0,SERVICIOS BIOMEDICOS BAZAFI SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1891763
